Activity,Set #,Weight,Reps,Date,Volume,LLTB,Core,PDT,GHQC,Sum,DOW,Month,Break Time
Bench Press,1.0,70.0,5.0,2021-05-17,350.0,0.0,35.0,315.0,0.0,350.0,Monday,5.0,180
Bench Press,2.0,80.0,5.0,2021-05-17,400.0,0.0,40.0,360.0,0.0,400.0,Monday,5.0,90
Bench Press,3.0,90.0,5.0,2021-05-17,450.0,0.0,45.0,405.0,0.0,450.0,Monday,5.0,150
Bench Press,4.0,100.0,5.0,2021-05-17,500.0,0.0,50.0,450.0,0.0,500.0,Monday,5.0,180
Bench Press,5.0,110.0,5.0,2021-05-17,550.0,0.0,55.0,495.0,0.0,550.0,Monday,5.0,90
Bench Press,6.0,120.0,4.0,2021-05-17,480.0,0.0,48.0,432.0,0.0,480.0,Monday,5.0,90
Shoulder Press,1.0,45.0,10.0,2021-05-17,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,120
Shoulder Press,2.0,45.0,10.0,2021-05-17,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Shoulder Press,3.0,45.0,10.0,2021-05-17,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Shoulder Press,4.0,45.0,10.0,2021-05-17,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Shoulder Press,5.0,45.0,10.0,2021-05-17,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,120
Barbell Row,1.0,80.0,10.0,2021-05-17,800.0,720.0,0.0,0.0,80.0,800.0,Monday,5.0,120
Barbell Row,2.0,80.0,10.0,2021-05-17,800.0,720.0,0.0,0.0,80.0,800.0,Monday,5.0,150
Barbell Row,3.0,80.0,10.0,2021-05-17,800.0,720.0,0.0,0.0,80.0,800.0,Monday,5.0,120
Barbell Row,4.0,80.0,10.0,2021-05-17,800.0,720.0,0.0,0.0,80.0,800.0,Monday,5.0,150
Barbell Row,5.0,80.0,10.0,2021-05-17,800.0,720.0,0.0,0.0,80.0,800.0,Monday,5.0,120
Bicep Curl,1.0,45.0,10.0,2021-05-17,450.0,450.0,0.0,0.0,0.0,450.0,Monday,5.0,60
Bicep Curl,2.0,45.0,8.0,2021-05-17,360.0,360.0,0.0,0.0,0.0,360.0,Monday,5.0,90
Bicep Curl,3.0,45.0,10.0,2021-05-17,450.0,450.0,0.0,0.0,0.0,450.0,Monday,5.0,120
Tricep Extension,1.0,25.0,10.0,2021-05-17,250.0,0.0,0.0,250.0,0.0,250.0,Monday,5.0,120
Tricep Extension,2.0,25.0,10.0,2021-05-17,250.0,0.0,0.0,250.0,0.0,250.0,Monday,5.0,120
Shoulder Press,1.0,65.0,3.0,2021-05-18,195.0,19.5,0.0,175.5,0.0,195.0,Tuesday,5.0,150
Shoulder Press,2.0,75.0,3.0,2021-05-18,225.0,22.5,0.0,202.5,0.0,225.0,Tuesday,5.0,150
Shoulder Press,3.0,80.0,5.0,2021-05-18,400.0,40.0,0.0,360.0,0.0,400.0,Tuesday,5.0,90
Shoulder Press,4.0,75.0,5.0,2021-05-18,375.0,37.5,0.0,337.5,0.0,375.0,Tuesday,5.0,30
Shoulder Press,5.0,65.0,5.0,2021-05-18,325.0,32.5,0.0,292.5,0.0,325.0,Tuesday,5.0,90
Bench Press,1.0,75.0,10.0,2021-05-18,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,5.0,120
Bench Press,2.0,75.0,10.0,2021-05-18,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,5.0,60
Bench Press,3.0,75.0,10.0,2021-05-18,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,5.0,90
Bench Press,4.0,75.0,10.0,2021-05-18,750.0,0.0,75.0,675.0,0.0,750.0,Tuesday,5.0,120
Bench Press,5.0,75.0,13.0,2021-05-18,975.0,0.0,97.5,877.5,0.0,975.0,Tuesday,5.0,90
Barbell Row,1.0,90.0,10.0,2021-05-18,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,5.0,60
Barbell Row,2.0,90.0,10.0,2021-05-18,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,5.0,90
Barbell Row,3.0,90.0,10.0,2021-05-18,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,5.0,120
Barbell Row,4.0,90.0,10.0,2021-05-18,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,5.0,120
Barbell Row,5.0,90.0,10.0,2021-05-18,900.0,810.0,0.0,0.0,90.0,900.0,Tuesday,5.0,120
Single Leg Romanian Deadlift,1.0,77.0,10.0,2021-05-19,770.0,0.0,77.0,0.0,693.0,770.0,Wednesday,5.0,30
Single Leg Romanian Deadlift,2.0,77.0,10.0,2021-05-19,770.0,0.0,77.0,0.0,693.0,770.0,Wednesday,5.0,60
Single Leg Romanian Deadlift,3.0,77.0,10.0,2021-05-19,770.0,0.0,77.0,0.0,693.0,770.0,Wednesday,5.0,30
Bicep Curl,1.0,50.0,10.0,2021-05-19,500.0,500.0,0.0,0.0,0.0,500.0,Wednesday,5.0,60
Bicep Curl,2.0,50.0,10.0,2021-05-19,500.0,500.0,0.0,0.0,0.0,500.0,Wednesday,5.0,90
Bicep Curl,3.0,50.0,10.0,2021-05-19,500.0,500.0,0.0,0.0,0.0,500.0,Wednesday,5.0,90
Tricep Extension,1.0,50.0,10.0,2021-05-19,500.0,0.0,0.0,500.0,0.0,500.0,Wednesday,5.0,150
Tricep Extension,2.0,50.0,10.0,2021-05-19,500.0,0.0,0.0,500.0,0.0,500.0,Wednesday,5.0,90
Tricep Extension,3.0,50.0,10.0,2021-05-19,500.0,0.0,0.0,500.0,0.0,500.0,Wednesday,5.0,90
Bench Press,1.0,50.0,8.0,2021-05-19,400.0,0.0,40.0,360.0,0.0,400.0,Wednesday,5.0,90
Bench Press,2.0,50.0,8.0,2021-05-19,400.0,0.0,40.0,360.0,0.0,400.0,Wednesday,5.0,120
Bench Press,3.0,50.0,8.0,2021-05-19,400.0,0.0,40.0,360.0,0.0,400.0,Wednesday,5.0,150
Deadlift,1.0,50.0,10.0,2021-05-20,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,5.0,150
Deadlift,2.0,60.0,8.0,2021-05-20,480.0,144.0,48.0,0.0,288.0,480.0,Thursday,5.0,120
Deadlift,3.0,75.0,6.0,2021-05-20,450.0,135.0,45.0,0.0,270.0,450.0,Thursday,5.0,120
Squat,1.0,60.0,10.0,2021-05-20,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,5.0,90
Squat,2.0,60.0,10.0,2021-05-20,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,5.0,90
Squat,3.0,60.0,10.0,2021-05-20,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,5.0,120
Squat,4.0,60.0,10.0,2021-05-20,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,5.0,90
Squat,5.0,60.0,10.0,2021-05-20,600.0,60.0,60.0,0.0,480.0,600.0,Thursday,5.0,90
Front Squat,1.0,55.0,9.0,2021-05-21,495.0,0.0,49.5,0.0,445.5,495.0,Friday,5.0,180
Front Squat,2.0,55.0,9.0,2021-05-21,495.0,0.0,49.5,0.0,445.5,495.0,Friday,5.0,90
Front Squat,3.0,55.0,6.0,2021-05-21,330.0,0.0,33.0,0.0,297.0,330.0,Friday,5.0,150
Shoulder Press,1.0,60.0,3.0,2021-05-22,180.0,18.0,0.0,162.0,0.0,180.0,Saturday,5.0,90
Shoulder Press,2.0,65.0,3.0,2021-05-22,195.0,19.5,0.0,175.5,0.0,195.0,Saturday,5.0,90
Shoulder Press,3.0,70.0,3.0,2021-05-22,210.0,21.0,0.0,189.0,0.0,210.0,Saturday,5.0,90
Shoulder Press,4.0,75.0,5.0,2021-05-22,375.0,37.5,0.0,337.5,0.0,375.0,Saturday,5.0,120
Bench Press,1.0,70.0,10.0,2021-05-22,700.0,0.0,70.0,630.0,0.0,700.0,Saturday,5.0,120
Bench Press,2.0,70.0,10.0,2021-05-22,700.0,0.0,70.0,630.0,0.0,700.0,Saturday,5.0,90
Bench Press,3.0,70.0,10.0,2021-05-22,700.0,0.0,70.0,630.0,0.0,700.0,Saturday,5.0,90
Bench Press,4.0,70.0,10.0,2021-05-22,700.0,0.0,70.0,630.0,0.0,700.0,Saturday,5.0,90
Bench Press,5.0,70.0,10.0,2021-05-22,700.0,0.0,70.0,630.0,0.0,700.0,Saturday,5.0,120
Barbell Row,1.0,80.0,10.0,2021-05-22,800.0,720.0,0.0,0.0,80.0,800.0,Saturday,5.0,60
Barbell Row,2.0,80.0,10.0,2021-05-22,800.0,720.0,0.0,0.0,80.0,800.0,Saturday,5.0,180
Barbell Row,3.0,80.0,10.0,2021-05-22,800.0,720.0,0.0,0.0,80.0,800.0,Saturday,5.0,90
Barbell Row,4.0,80.0,10.0,2021-05-22,800.0,720.0,0.0,0.0,80.0,800.0,Saturday,5.0,60
Barbell Row,5.0,80.0,10.0,2021-05-22,800.0,720.0,0.0,0.0,80.0,800.0,Saturday,5.0,120
Squat,1.0,50.0,10.0,2021-05-23,500.0,50.0,50.0,0.0,400.0,500.0,Sunday,5.0,90
Squat,2.0,60.0,8.0,2021-05-23,480.0,48.0,48.0,0.0,384.0,480.0,Sunday,5.0,60
Squat,3.0,70.0,6.0,2021-05-23,420.0,42.0,42.0,0.0,336.0,420.0,Sunday,5.0,180
Squat,4.0,75.0,8.0,2021-05-23,600.0,60.0,60.0,0.0,480.0,600.0,Sunday,5.0,90
Deadlift,1.0,80.0,10.0,2021-05-23,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,5.0,120
Deadlift,2.0,80.0,10.0,2021-05-23,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,5.0,30
Deadlift,3.0,80.0,10.0,2021-05-23,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,5.0,150
Deadlift,4.0,80.0,10.0,2021-05-23,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,5.0,150
Deadlift,5.0,80.0,10.0,2021-05-23,800.0,240.0,80.0,0.0,480.0,800.0,Sunday,5.0,150
Deadlift,1.0,65.0,10.0,2021-05-24,650.0,195.0,65.0,0.0,390.0,650.0,Monday,5.0,120
Deadlift,2.0,75.0,8.0,2021-05-24,600.0,180.0,60.0,0.0,360.0,600.0,Monday,5.0,60
Deadlift,3.0,85.0,8.0,2021-05-24,680.0,204.0,68.0,0.0,408.0,680.0,Monday,5.0,120
Deadlift,4.0,95.0,6.0,2021-05-24,570.0,171.0,57.0,0.0,342.0,570.0,Monday,5.0,30
Squat,1.0,70.0,10.0,2021-05-24,700.0,70.0,70.0,0.0,560.0,700.0,Monday,5.0,120
Squat,2.0,70.0,10.0,2021-05-24,700.0,70.0,70.0,0.0,560.0,700.0,Monday,5.0,120
Squat,3.0,70.0,10.0,2021-05-24,700.0,70.0,70.0,0.0,560.0,700.0,Monday,5.0,180
Squat,4.0,70.0,10.0,2021-05-24,700.0,70.0,70.0,0.0,560.0,700.0,Monday,5.0,120
Squat,5.0,70.0,10.0,2021-05-24,700.0,70.0,70.0,0.0,560.0,700.0,Monday,5.0,90
Squat,1.0,90.0,10.0,2021-05-25,900.0,90.0,90.0,0.0,720.0,900.0,Tuesday,5.0,90
Squat,2.0,140.0,10.0,2021-05-25,1400.0,140.0,140.0,0.0,1120.0,1400.0,Tuesday,5.0,120
Squat,3.0,160.0,10.0,2021-05-25,1600.0,160.0,160.0,0.0,1280.0,1600.0,Tuesday,5.0,120
Squat,4.0,160.0,10.0,2021-05-25,1600.0,160.0,160.0,0.0,1280.0,1600.0,Tuesday,5.0,90
Squat,5.0,160.0,10.0,2021-05-25,1600.0,160.0,160.0,0.0,1280.0,1600.0,Tuesday,5.0,90
Ab Crunch,1.0,50.0,10.0,2021-05-25,500.0,0.0,500.0,0.0,0.0,500.0,Tuesday,5.0,90
Ab Crunch,2.0,70.0,10.0,2021-05-25,700.0,0.0,700.0,0.0,0.0,700.0,Tuesday,5.0,120
Ab Crunch,3.0,70.0,10.0,2021-05-25,700.0,0.0,700.0,0.0,0.0,700.0,Tuesday,5.0,150
Ab Crunch,4.0,70.0,10.0,2021-05-25,700.0,0.0,700.0,0.0,0.0,700.0,Tuesday,5.0,120
Ab Crunch,5.0,70.0,10.0,2021-05-25,700.0,0.0,700.0,0.0,0.0,700.0,Tuesday,5.0,90
Deadlift,1.0,65.0,5.0,2021-05-25,325.0,97.5,32.5,0.0,195.0,325.0,Tuesday,5.0,120
Deadlift,2.0,85.0,5.0,2021-05-25,425.0,127.5,42.5,0.0,255.0,425.0,Tuesday,5.0,60
Deadlift,3.0,95.0,12.0,2021-05-25,1140.0,342.0,114.0,0.0,684.0,1140.0,Tuesday,5.0,90
Deadlift,4.0,95.0,8.0,2021-05-25,760.0,228.0,76.0,0.0,456.0,760.0,Tuesday,5.0,60
Medicine Ball Slams,1.0,55.0,5.0,2021-05-25,275.0,91.575,91.575,91.575,0.0,274.725,Tuesday,5.0,180
Medicine Ball Slams,2.0,70.0,5.0,2021-05-25,350.0,116.54999999999998,116.54999999999998,116.54999999999998,0.0,349.65,Tuesday,5.0,120
Medicine Ball Slams,3.0,70.0,3.5,2021-05-25,245.0,81.585,81.585,81.585,0.0,244.755,Tuesday,5.0,90
Medicine Ball Slams,4.0,85.0,4.0,2021-05-25,340.0,113.21999999999998,113.21999999999998,113.21999999999998,0.0,339.66,Tuesday,5.0,150
Pushups,1.0,85.0,7.0,2021-05-25,595.0,0.0,0.0,595.0,0.0,595.0,Tuesday,5.0,120
Pushups,2.0,85.0,6.0,2021-05-25,510.0,0.0,0.0,510.0,0.0,510.0,Tuesday,5.0,90
Pushups,3.0,85.0,6.0,2021-05-25,510.0,0.0,0.0,510.0,0.0,510.0,Tuesday,5.0,120
Medicine Ball Chest Pass,1.0,70.0,10.0,2021-05-25,700.0,0.0,70.0,630.0,0.0,700.0,Tuesday,5.0,120
Medicine Ball Chest Pass,2.0,85.0,10.0,2021-05-25,850.0,0.0,85.0,765.0,0.0,850.0,Tuesday,5.0,120
Medicine Ball Chest Pass,3.0,100.0,7.0,2021-05-25,700.0,0.0,70.0,630.0,0.0,700.0,Tuesday,5.0,150
Squat,1.0,30.0,10.0,2021-05-26,300.0,30.0,30.0,0.0,240.0,300.0,Wednesday,5.0,60
Squat,2.0,40.0,8.0,2021-05-26,320.0,32.0,32.0,0.0,256.0,320.0,Wednesday,5.0,60
Squat,3.0,45.0,6.0,2021-05-26,270.0,27.0,27.0,0.0,216.0,270.0,Wednesday,5.0,90
Deadlift,1.0,45.0,10.0,2021-05-26,450.0,135.0,45.0,0.0,270.0,450.0,Wednesday,5.0,120
Deadlift,2.0,45.0,10.0,2021-05-26,450.0,135.0,45.0,0.0,270.0,450.0,Wednesday,5.0,150
Deadlift,3.0,45.0,10.0,2021-05-26,450.0,135.0,45.0,0.0,270.0,450.0,Wednesday,5.0,90
Deadlift,4.0,45.0,10.0,2021-05-26,450.0,135.0,45.0,0.0,270.0,450.0,Wednesday,5.0,90
Deadlift,5.0,45.0,10.0,2021-05-26,450.0,135.0,45.0,0.0,270.0,450.0,Wednesday,5.0,60
Shoulder Press,1.0,25.0,10.0,2021-05-27,250.0,25.0,0.0,225.0,0.0,250.0,Thursday,5.0,30
Shoulder Press,2.0,30.0,10.0,2021-05-27,300.0,30.0,0.0,270.0,0.0,300.0,Thursday,5.0,60
Shoulder Press,3.0,35.0,10.0,2021-05-27,350.0,35.0,0.0,315.0,0.0,350.0,Thursday,5.0,60
Bench Press,1.0,45.0,10.0,2021-05-27,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,5.0,150
Bench Press,2.0,45.0,10.0,2021-05-27,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,5.0,150
Bench Press,3.0,45.0,10.0,2021-05-27,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,5.0,90
Bench Press,4.0,45.0,10.0,2021-05-27,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,5.0,90
Bench Press,5.0,45.0,10.0,2021-05-27,450.0,0.0,45.0,405.0,0.0,450.0,Thursday,5.0,90
Barbell Row,1.0,35.0,10.0,2021-05-27,350.0,315.0,0.0,0.0,35.0,350.0,Thursday,5.0,180
Barbell Row,2.0,35.0,10.0,2021-05-27,350.0,315.0,0.0,0.0,35.0,350.0,Thursday,5.0,120
Barbell Row,3.0,35.0,10.0,2021-05-27,350.0,315.0,0.0,0.0,35.0,350.0,Thursday,5.0,30
Barbell Row,4.0,35.0,10.0,2021-05-27,350.0,315.0,0.0,0.0,35.0,350.0,Thursday,5.0,90
Barbell Row,5.0,35.0,10.0,2021-05-27,350.0,315.0,0.0,0.0,35.0,350.0,Thursday,5.0,60
Deadlift,1.0,55.0,10.0,2021-05-28,550.0,165.0,55.0,0.0,330.0,550.0,Friday,5.0,120
Deadlift,2.0,70.0,8.0,2021-05-28,560.0,168.0,56.0,0.0,336.0,560.0,Friday,5.0,120
Deadlift,3.0,85.0,6.0,2021-05-28,510.0,153.0,51.0,0.0,306.0,510.0,Friday,5.0,150
Squat,1.0,60.0,10.0,2021-05-28,600.0,60.0,60.0,0.0,480.0,600.0,Friday,5.0,120
Squat,2.0,60.0,10.0,2021-05-28,600.0,60.0,60.0,0.0,480.0,600.0,Friday,5.0,90
Squat,3.0,60.0,10.0,2021-05-28,600.0,60.0,60.0,0.0,480.0,600.0,Friday,5.0,90
Squat,4.0,60.0,10.0,2021-05-28,600.0,60.0,60.0,0.0,480.0,600.0,Friday,5.0,60
Squat,5.0,60.0,10.0,2021-05-28,600.0,60.0,60.0,0.0,480.0,600.0,Friday,5.0,150
Deadlift,1.0,110.0,5.0,2021-05-29,550.0,165.0,55.0,0.0,330.0,550.0,Saturday,5.0,90
Deadlift,2.0,120.0,5.0,2021-05-29,600.0,180.0,60.0,0.0,360.0,600.0,Saturday,5.0,60
Deadlift,3.0,130.0,4.0,2021-05-29,520.0,156.0,52.0,0.0,312.0,520.0,Saturday,5.0,90
Deadlift,4.0,140.0,3.0,2021-05-29,420.0,126.0,42.0,0.0,252.0,420.0,Saturday,5.0,60
Squat,1.0,60.0,10.0,2021-05-29,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,5.0,120
Squat,2.0,60.0,10.0,2021-05-29,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,5.0,150
Squat,3.0,60.0,10.0,2021-05-29,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,5.0,120
Squat,4.0,60.0,10.0,2021-05-29,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,5.0,90
Squat,5.0,60.0,10.0,2021-05-29,600.0,60.0,60.0,0.0,480.0,600.0,Saturday,5.0,120
Shoulder Press,1.0,30.0,10.0,2021-05-30,300.0,30.0,0.0,270.0,0.0,300.0,Sunday,5.0,120
Shoulder Press,2.0,40.0,8.0,2021-05-30,320.0,32.0,0.0,288.0,0.0,320.0,Sunday,5.0,120
Shoulder Press,3.0,45.0,6.0,2021-05-30,270.0,27.0,0.0,243.0,0.0,270.0,Sunday,5.0,150
Bench Press,1.0,60.0,10.0,2021-05-30,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,5.0,90
Bench Press,2.0,60.0,10.0,2021-05-30,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,5.0,150
Bench Press,3.0,60.0,10.0,2021-05-30,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,5.0,150
Bench Press,4.0,60.0,10.0,2021-05-30,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,5.0,120
Bench Press,5.0,60.0,10.0,2021-05-30,600.0,0.0,60.0,540.0,0.0,600.0,Sunday,5.0,90
Barbell Row,1.0,60.0,10.0,2021-05-30,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,5.0,120
Barbell Row,2.0,60.0,10.0,2021-05-30,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,5.0,120
Barbell Row,3.0,60.0,10.0,2021-05-30,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,5.0,120
Barbell Row,4.0,60.0,10.0,2021-05-30,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,5.0,30
Barbell Row,5.0,60.0,10.0,2021-05-30,600.0,540.0,0.0,0.0,60.0,600.0,Sunday,5.0,120
Bench Press,1.0,85.0,5.0,2021-05-31,425.0,0.0,42.5,382.5,0.0,425.0,Monday,5.0,90
Bench Press,2.0,95.0,5.0,2021-05-31,475.0,0.0,47.5,427.5,0.0,475.0,Monday,5.0,60
Bench Press,3.0,105.0,5.0,2021-05-31,525.0,0.0,52.5,472.5,0.0,525.0,Monday,5.0,30
Bench Press,4.0,115.0,4.0,2021-05-31,460.0,0.0,46.0,414.0,0.0,460.0,Monday,5.0,60
Bench Press,5.0,115.0,4.0,2021-05-31,460.0,0.0,46.0,414.0,0.0,460.0,Monday,5.0,150
Bench Press,6.0,60.0,20.0,2021-05-31,1200.0,0.0,120.0,1080.0,0.0,1200.0,Monday,5.0,120
Shoulder Press,1.0,45.0,10.0,2021-05-31,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,120
Shoulder Press,2.0,45.0,10.0,2021-05-31,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,150
Shoulder Press,3.0,45.0,10.0,2021-05-31,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Shoulder Press,4.0,45.0,10.0,2021-05-31,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Shoulder Press,5.0,45.0,10.0,2021-05-31,450.0,45.0,0.0,405.0,0.0,450.0,Monday,5.0,90
Barbell Row,1.0,90.0,10.0,2021-05-31,900.0,810.0,0.0,0.0,90.0,900.0,Monday,5.0,60
Barbell Row,2.0,90.0,10.0,2021-05-31,900.0,810.0,0.0,0.0,90.0,900.0,Monday,5.0,60
Barbell Row,3.0,90.0,10.0,2021-05-31,900.0,810.0,0.0,0.0,90.0,900.0,Monday,5.0,120
Barbell Row,4.0,90.0,10.0,2021-05-31,900.0,810.0,0.0,0.0,90.0,900.0,Monday,5.0,120
Barbell Row,5.0,90.0,10.0,2021-05-31,900.0,810.0,0.0,0.0,90.0,900.0,Monday,5.0,90
Bicep Curl,1.0,40.0,5.0,2021-05-31,200.0,200.0,0.0,0.0,0.0,200.0,Monday,5.0,90
Bicep Curl,2.0,40.0,6.0,2021-05-31,240.0,240.0,0.0,0.0,0.0,240.0,Monday,5.0,60
Tricep Extension,1.0,25.0,10.0,2021-05-31,250.0,0.0,0.0,250.0,0.0,250.0,Monday,5.0,150
Tricep Extension,2.0,25.0,10.0,2021-05-31,250.0,0.0,0.0,250.0,0.0,250.0,Monday,5.0,90
Bicep Curl,3.0,30.0,10.0,2021-05-31,300.0,300.0,0.0,0.0,0.0,300.0,Monday,5.0,150
Bicep Curl,4.0,30.0,10.0,2021-05-31,300.0,300.0,0.0,0.0,0.0,300.0,Monday,5.0,180
Tricep Extension,3.0,20.0,10.0,2021-05-31,200.0,0.0,0.0,200.0,0.0,200.0,Monday,5.0,60
Tricep Extension,4.0,20.0,10.0,2021-05-31,200.0,0.0,0.0,200.0,0.0,200.0,Monday,5.0,180
Squat,1.0,80.0,3.0,2021-06-01,240.0,24.0,24.0,0.0,192.0,240.0,Tuesday,6.0,150
Squat,2.0,90.0,3.0,2021-06-01,270.0,27.0,27.0,0.0,216.0,270.0,Tuesday,6.0,120
Squat,3.0,100.0,3.0,2021-06-01,300.0,30.0,30.0,0.0,240.0,300.0,Tuesday,6.0,90
Squat,4.0,110.0,3.0,2021-06-01,330.0,33.0,33.0,0.0,264.0,330.0,Tuesday,6.0,120
Squat,5.0,120.0,5.0,2021-06-01,600.0,60.0,60.0,0.0,480.0,600.0,Tuesday,6.0,90
Deadlift,1.0,100.0,10.0,2021-06-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Tuesday,6.0,120
Deadlift,2.0,100.0,10.0,2021-06-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Tuesday,6.0,90
Deadlift,3.0,100.0,10.0,2021-06-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Tuesday,6.0,90
Deadlift,4.0,100.0,10.0,2021-06-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Tuesday,6.0,90
Deadlift,5.0,100.0,10.0,2021-06-01,1000.0,300.0,100.0,0.0,600.0,1000.0,Tuesday,6.0,30
Bench Press,1.0,60.0,5.0,2021-06-02,300.0,0.0,30.0,270.0,0.0,300.0,Wednesday,6.0,30
Bench Press,2.0,70.0,5.0,2021-06-02,350.0,0.0,35.0,315.0,0.0,350.0,Wednesday,6.0,90
Bench Press,3.0,80.0,15.0,2021-06-02,1200.0,0.0,120.0,1080.0,0.0,1200.0,Wednesday,6.0,90
Bench Press,4.0,90.0,5.0,2021-06-02,450.0,0.0,45.0,405.0,0.0,450.0,Wednesday,6.0,90
Bench Press,5.0,95.0,6.0,2021-06-02,570.0,0.0,57.0,513.0,0.0,570.0,Wednesday,6.0,150
Shoulder Press,1.0,30.0,10.0,2021-06-02,300.0,30.0,0.0,270.0,0.0,300.0,Wednesday,6.0,120
Shoulder Press,2.0,40.0,10.0,2021-06-02,400.0,40.0,0.0,360.0,0.0,400.0,Wednesday,6.0,120
Shoulder Press,3.0,40.0,10.0,2021-06-02,400.0,40.0,0.0,360.0,0.0,400.0,Wednesday,6.0,120
Shoulder Press,4.0,40.0,10.0,2021-06-02,400.0,40.0,0.0,360.0,0.0,400.0,Wednesday,6.0,150
Shoulder Press,5.0,40.0,10.0,2021-06-02,400.0,40.0,0.0,360.0,0.0,400.0,Wednesday,6.0,90
Barbell Row,1.0,40.0,10.0,2021-06-02,400.0,360.0,0.0,0.0,40.0,400.0,Wednesday,6.0,30
Barbell Row,2.0,40.0,10.0,2021-06-02,400.0,360.0,0.0,0.0,40.0,400.0,Wednesday,6.0,120
Barbell Row,3.0,40.0,10.0,2021-06-02,400.0,360.0,0.0,0.0,40.0,400.0,Wednesday,6.0,120
Barbell Row,4.0,40.0,10.0,2021-06-02,400.0,360.0,0.0,0.0,40.0,400.0,Wednesday,6.0,120
Barbell Row,5.0,40.0,10.0,2021-06-02,400.0,360.0,0.0,0.0,40.0,400.0,Wednesday,6.0,150
Squat,1.0,35.0,10.0,2021-06-03,350.0,35.0,35.0,0.0,280.0,350.0,Thursday,6.0,120
Squat,2.0,45.0,8.0,2021-06-03,360.0,36.0,36.0,0.0,288.0,360.0,Thursday,6.0,30
Squat,3.0,50.0,6.0,2021-06-03,300.0,30.0,30.0,0.0,240.0,300.0,Thursday,6.0,90
Deadlift,1.0,50.0,10.0,2021-06-03,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,6.0,120
Deadlift,2.0,50.0,10.0,2021-06-03,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,6.0,90
Deadlift,3.0,50.0,10.0,2021-06-03,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,6.0,90
Deadlift,4.0,50.0,10.0,2021-06-03,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,6.0,150
Deadlift,5.0,50.0,10.0,2021-06-03,500.0,150.0,50.0,0.0,300.0,500.0,Thursday,6.0,90
Shoulder Press,1.0,35.0,10.0,2021-06-04,350.0,35.0,0.0,315.0,0.0,350.0,Friday,6.0,90
Shoulder Press,2.0,40.0,8.0,2021-06-04,320.0,32.0,0.0,288.0,0.0,320.0,Friday,6.0,90
Shoulder Press,3.0,50.0,6.0,2021-06-04,300.0,30.0,0.0,270.0,0.0,300.0,Friday,6.0,150
Bench Press,1.0,60.0,10.0,2021-06-04,600.0,0.0,60.0,540.0,0.0,600.0,Friday,6.0,90
Bench Press,2.0,60.0,10.0,2021-06-04,600.0,0.0,60.0,540.0,0.0,600.0,Friday,6.0,60
Bench Press,3.0,60.0,10.0,2021-06-04,600.0,0.0,60.0,540.0,0.0,600.0,Friday,6.0,90
